date,Accurate Sentiments,close
2021-11-05,0.3996031045913696,60937.12
2021-11-06,0.0,61470.61
2021-11-07,0,63273.59
2021-11-08,-0.209940880537033,67525.83
2021-11-09,0.249908298254013,66947.66
2021-11-10,-0.2491805702447891,64882.43
2021-11-11,0.0,64774.26
2021-11-12,0.2499098777770996,64122.23
2021-11-13,0,64380.0
2021-11-14,0.999618411064148,65519.1
2021-11-15,0.2498767077922821,63606.74
2021-11-16,0.2499091029167175,60058.87
2021-11-17,0.24990014731884,60344.87
2021-11-18,0.2498749792575836,56891.62
2021-11-19,-0.4964979588985443,58052.24
2021-11-20,0.0,59707.51
2021-11-21,0,58622.02
2021-11-22,0.2496708780527115,56247.18
2021-11-23,-0.2461833506822586,57541.27
2021-11-24,-0.002389907836914,57138.29
2021-11-25,0.1954000890254974,58960.36
2021-11-26,-0.2489383816719055,53726.53
2021-11-27,0,54721.03
2021-11-28,0,57274.88
2021-11-29,-0.2496888339519501,57776.25
2021-11-30,0.4756357967853546,56950.56
2021-12-01,0,57184.07
2021-12-02,0,56480.34
2021-12-03,0,53601.05
2021-12-04,0,49152.47
2021-12-05,0,49396.33
2021-12-06,0,50441.92
2021-12-07,0,50588.95
2021-12-08,0,50471.19
2021-12-09,0.4908636510372162,47545.59
2021-12-10,0.7462381571531296,47140.54
2021-12-11,0.0,49389.99
2021-12-12,0,50053.9
2021-12-13,-0.2484401315450668,46702.75
2021-12-14,0.0657815039157867,48343.28
2021-12-15,0.4995785355567932,48864.98
2021-12-16,0.7479280233383179,47632.38
2021-12-17,-0.2483747005462646,46131.2
2021-12-18,0.0,46834.48
2021-12-19,0,46681.23
2021-12-20,0.0,46914.16
2021-12-21,0.0,48889.88
2021-12-22,0.0,48588.16
2021-12-23,-0.4961441159248352,50838.81
2021-12-24,0.6662902235984802,50820.0
2021-12-25,0.0,50399.66
2021-12-26,0,50775.49
2021-12-27,0.2498825192451477,50701.44
2021-12-28,-0.7484204471111298,47543.74
2021-12-29,-0.3325933814048766,46464.66
2021-12-30,0.0004419088363646,47120.87
2021-12-31,-0.1863428205251693,46216.93
2022-01-01,0.0,47722.65
2022-01-02,0,47286.18
2022-01-03,-7.224082946799548e-06,46446.1
2022-01-04,0.0005545914173126,45832.01
2022-01-05,0.7490683943033218,43451.13
2022-01-06,-0.067503273487091,43082.31
2022-01-07,-0.1423935975347246,41566.48
2022-01-08,0.0,41679.74
2022-01-09,0,41864.62
2022-01-10,-0.1472739974657694,41822.49
2022-01-11,0.5991920113563538,42729.29
2022-01-12,0.4996304909388224,43902.66
2022-01-13,0.5718902179173061,42560.11
2022-01-14,0.0832494000593821,43059.96
2022-01-15,0.0,43084.29
2022-01-16,0,43071.66
2022-01-17,0.0747525904859815,42201.62
2022-01-18,-0.0034229299601386,42352.12
2022-01-19,0.200797285636266,41660.01
2022-01-20,0.0736831480806524,40680.91
2022-01-21,-0.3324690187970797,36445.31
2022-01-22,-0.4309689700603485,35071.42
2022-01-23,-0.162349134683609,36244.55
2022-01-24,-0.184258426229159,36660.35
2022-01-25,0.1482377052307129,36958.32
2022-01-26,0.2747449062087319,36809.34
2022-01-27,-0.0562577948850743,37160.1
2022-01-28,0.0090677976608276,37716.56
2022-01-29,-0.4954168349504471,38166.84
2022-01-30,0.5479778895775477,37881.76
2022-01-31,-0.0339489314291212,38466.9
2022-02-01,0.0878654977549677,38694.59
2022-02-02,-0.1608839869499206,36896.36
